PropType,Price,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency,Median Price,Median Rental,PropertyCount,Status
h,2250000,9.7,3,1,2,602,250.8333333,2017,Jellis Craig,3100000,650,5682,S
h,2265000,5.6,4,1,1,650,361.1111111,2019,Jellis Craig,2735000,610,10331,S
h,2600000,13.8,4,2,2,515,206,1993,Buxton,2142500,695,5454,S
h,2770000,5.6,3,3,4,669,446,1995,Marshall White,2735000,610,10331,S
h,2920000,2.7,4,2,2,564,235,1989,RT Edgar,2700000,565,14887,S
h,3329000,10.5,5,4,3,682,401.1764706,2000,Marshall White,3195000,805,10579,S
u,248500,9.9,1,1,1,173,123.5714286,1973,Brad,897500,490,7485,S
h,454000,14.7,3,1,2,543,217.2,1982,Greg,587000,450,16166,S
u,491000,2.3,1,1,1,252,180,1972,Nelson Alexander,1080000,550,6821,S
h,583000,20.6,4,2,2,400,173.9130435,2011,Barry Plant,646000,460,15510,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
u,653000,7.7,2,2,2,254,211.6666667,1990,Jellis Craig,2250000,595,8920,S
h,670000,15.5,2,2,2,557,371.3333333,2011,Nelson Alexander,980000,530,570,S
u,718500,16.1,2,1,1,255,159.375,1986,Philip,1250000,600,4790,S
u,720000,13.8,2,2,1,251,179.2857143,1987,RT Edgar,1305000,650,10969,S
h,720500,25,3,2,2,509,212.0833333,1975,LJ,782500,480,9704,S
h,740000,4.3,2,2,1,467,274.7058824,2004,Hodges,1349000,500,6567,NS
h,761000,9.2,3,1,2,411,342.5,2002,Ray White,900000,490,3445,S
u,766000,7.8,3,3,2,189,135,2016,Nelson Alexander,1302500,525,5549,S
h,810000,11.5,3,1,3,763,346.8181818,2011,Brad,840500,470,2651,S
h,840000,11.5,4,1,2,704,293.3333333,2004,Nelson Alexander,840500,470,2651,S
t,868000,8.8,2,1,1,308,220,1990,Nelson Alexander,1079000,500,14577,S
t,882000,12.4,3,2,1,366,261.4285714,1994,Jellis Craig,1320000,600,9028,S
h,901000,11,3,2,1,442,210.4761905,1991,Purplebricks,1175000,490,5301,S
h,930000,8.4,3,2,1,530,220.8333333,2016,Greg,1297500,550,5498,S
u,1131500,8.9,3,3,1,177,126.4285714,1992,Jellis Craig,1083000,560,2698,NS
h,1180000,16.1,4,2,2,639,255.6,1989,Barry Plant,938500,490,8524,S
h,1302000,17.2,4,1,1,654,363.3333333,1950,Noel Jones,1155000,495,6871,S
h,1361000,15.5,5,3,2,635,373.5294118,1991,Buxton,1046000,550,3692,S
u,1396000,2.6,1,1,1,195,121.875,1982,MSM,1340000,620,14949,S
h,1400000,8.9,3,2,2,697,366.8421053,1994.5,Fletchers,1170000,550,3540,NS
h,1431000,14.2,3,2,2,714,310.4347826,1960,McGrath,1407000,600,13366,NS
u,1431000,14.2,2,1,2,239,199.1666667,2014,R&H,1407000,600,13366,NS
h,1625000,2.1,4,1,1,612,278.1818182,2015,Jellis Craig,1715000,630,5825,S
h,1725000,19.9,4,2,2,764,332.173913,2002,Hoskins,1047500,490,7785,S
h,1755000,15.2,3,2,2,520,273.6842105,1982,Charlton,2090500,850,4497,S
h,2120000,3,3,1,2,629,349.4444444,1995,Cayzer,2097000,600,3280,S
u,2262375,3.3,1,1,0,269,192.1428571,1989,HockingStuart,2700000,565,14887,S
h,2262375,3.3,4,3,2,539,299.4444444,2017,Kay,2700000,565,14887,NS
u,445000,8,2,1,1,201,167.5,2009,Nelson Alexander,1765000,490,9264,S
h,535600,13.8,2,1,1,612,510,1978,Compton,1175000,490,5301,S
h,565000,25.5,3,1,1,474,338.5714286,2020,Love,661000,500,2940,S
u,575000,5.2,1,1,1,168,105,1982,Walshe,1300000,550,11918,NS
u,605000,18,2,2,1,205,170.8333333,2012,Fletchers,1410000,540,938,S
u,680000,7.7,2,1,1,202,168.3333333,1985,HockingStuart,2030000,520,8989,NS
t,715000,5.3,1,1,1,296,185,2013,Jellis Craig,1690000,580,11364,S
h,835000,12.8,4,2,3,708,544.6153846,1990,Nelson Alexander,960000,480,5629,S
h,850000,21.5,3,2,2,591,369.375,1980,HockingStuart,1355000,520,3650,S
h,850000,12.4,3,1,2,604,464.6153846,2003,Leased,777000,470,5070,S
h,862625,23,3,1,1,604,274.5454545,1981.5,Fletchers,845500,510,11925,NS
h,910000,12.1,3,2,4,601,333.8888889,1991,Ray White,850000,490,10175,S
h,1020000,15.4,2,1,1,581,276.6666667,1970,Ray White,1100000,560,4385,S
h,1025000,9.7,3,3,2,419,279.3333333,2006,Considine,1200000,650,3284,S
t,1075000,4.3,4,3,3,346,247.1428571,1980,Nelson Alexander,1349000,500,6567,S
h,1085000,8,3,1,2,458,199.1304348,2001,Greg,1390000,595,6380,S
h,1164000,7.8,2,1,1,624,271.3043478,1996,Biggin,1100000,530,11204,S
h,1180000,6.4,3,2,0,603,317.3684211,1910,Greg,1090000,600,1808,S
t,1190000,3.5,2,2,2,293,209.2857143,1997,Buxton,1735000,675,8648,S
h,1235000,5.5,3,1,1,534,232.173913,2019,Ray White,1690000,580,11364,S
h,1240000,3.8,2,1,0,443,210.952381,2009,Leased,1735000,675,8648,NS
h,1250000,4.6,2,1,0,458,305.3333333,1910,Biggin,1540000,550,7717,S
h,1360000,5.2,3,1,2,588,345.8823529,1995,Nelson Alexander,1300000,550,11918,S
h,1578000,13.1,4,2,2,621,443.5714286,1970,Noel Jones,1455500,550,4605,NS
h,1700000,8.4,1,1,0,622,414.6666667,1982,Jason,1297500,550,5498,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2177000,7.8,3,1,2,635,254,1987,Kay,2250000,595,8920,S
h,2236250,10.7,3,1,2,448,280,2000,Buxton,2425000,800,6938,S
h,2236250,10.7,3,2,2,700,350,2006,HockingStuart,2425000,800,6938,S
h,2339375,9.2,2,1,2,400,235.2941176,2002,Jellis Craig,2235000,595,10412,S
u,300000,3.4,1,1,1,263,219.1666667,2009,Nelson Alexander,1117500,500,3593,S
u,310000,10.1,1,1,1,262,163.75,2009,Woodards,1480000,505,7822,S
u,390000,3.4,1,1,1,193,120.625,2000,Edward,927500,500,5263,S
h,470000,8.2,2,1,1,577,240.4166667,1997,Greg,915000,470,5058,S
u,595000,8.5,2,1,1,189,135,1993,Hodges,2325000,550,4898,S
h,596000,11.2,2,2,1,526,309.4117647,2002,Barry Plant,815000,450,21650,NS
h,619625,18.4,3,3,1,706,415.2941176,2012,Sweeney,625000,450,5811,NS
h,631000,15.3,3,1,2,584,365,1965,Harcourts,680000,430,7955,S
h,669500,16.3,3,1,1,541,416.1538462,1978,Hamilton,655000,430,8279,S
u,690000,7.9,2,1,2,258,215,2019,Noel Jones,3100000,650,5682,S
u,760000,11.2,2,1,1,250,208.3333333,1997,Noel Jones,2270000,600,5457,S
u,805000,2.7,3,1,1,270,225,1970,HockingStuart,2700000,565,14887,S
h,809000,4.3,2,1,1,619,476.1538462,1991,Nelson Alexander,1349000,500,6567,S
h,895000,13.8,2,2,2,403,191.9047619,1995,Barry Plant,1083000,560,2698,S
h,930000,20.8,3,2,2,750,340.9090909,1970,iSell,832000,481,7412,S
h,940000,21.5,4,2,2,635,264.5833333,1995,HockingStuart,1257500,550,2824,S
h,1000000,8.8,4,1,2,621,326.8421053,2012,Barry Plant,1079000,500,14577,S
h,1000000,5.1,1,1,0,389,194.5,2015,Compton,1215000,550,2417,S
h,1015000,8.7,4,3,3,386,175.4545455,1983,Rendina,1055000,540,4918,S
t,1205000,13.9,3,3,2,331,236.4285714,1980,HockingStuart,1305000,650,10969,S
h,1250000,13,4,2,2,512,301.1764706,1993,Woodards,1885000,600,6795,NS
t,1300000,13.4,3,3,2,405,253.125,2002,Jellis Craig,1481000,520,5713,NS
u,1364500,10.6,2,1,1,184,153.3333333,1978,Barry Plant,1265000,500,2890,S
h,1440375,6.1,4,2,3,378,198.9473684,2011,Gary,1116500,600,13240,S
u,1560000,4.6,3,3,2,224,160,2011,Castran,3930000,600,7217,S
h,1565000,12.1,5,4,2,656,273.3333333,1991,Barry Plant,850000,490,10175,S
h,1590000,8,4,3,1,475,206.5217391,2002,Nelson Alexander,1765000,490,9264,S
h,1710000,2.4,3,1,1,487,304.375,1997,Jellis Craig,1340000,620,14949,S
h,2020000,9.2,4,2,2,630,525,2001,Marshall White,2235000,595,10412,NS
h,2550000,10.2,4,3,2,747,533.5714286,1995,Sotheby's,1702000,600,2079,S
h,2625875,4.6,4,2,2,613,255.4166667,1890,Marshall White,2601000,495,11308,S
h,3206875,1.5,3,2,2,590,236,2016,Cain Real Estate,3725000,595,3040,S
h,3335000,5.3,4,2,2,371,154.5833333,1991,Kay,2601000,495,11308,S
u,375000,5.3,1,1,1,182,151.6666667,1970,Domain,2601000,495,11308,S
u,450000,3.3,2,2,2,170,141.6666667,1987,HockingStuart,2700000,565,14887,NS
h,530000,25.9,3,2,2,484,268.8888889,2010,Barry Plant,700000,470,7254,S
u,540000,4.6,1,1,0,245,175,2017,Hodges,3930000,600,7217,NS
h,560000,13.3,1,1,1,425,326.9230769,2019,Barry Plant,730000,420,4217,S
u,583000,5.5,2,2,1,228,190,1977,Nelson Alexander,1690000,580,11364,S
h,583500,10.5,3,1,1,672,516.9230769,1970,S&L,638000,400,6763,S
u,620000,5.2,2,1,1,269,192.1428571,1989,Jellis Craig,1300000,550,11918,NS
h,651375,14,3,1,2,655,409.375,1986.5,Barry Plant,650000,400,14042,S
u,667000,8,2,1,1,206,128.75,1983,Nelson Alexander,1765000,490,9264,S
h,708500,38,4,2,2,736,566.1538462,1994,Barry Plant,698000,475,17055,NS
u,800000,13.4,2,1,1,254,181.4285714,1993,HockingStuart,1481000,520,5713,NS
h,808000,12.8,5,2,2,561,400.7142857,2009,Nelson Alexander,960000,480,5629,S
h,850000,14,4,3,2,574,478.3333333,1980,YPA,520000,450,4294,NS
h,870000,11.2,3,3,1,613,245.2,1994,Ray White,815000,450,21650,S
h,900000,16.1,3,2,2,393,206.8421053,2008,Barry Plant,1250000,600,4790,NS
h,907500,9.4,3,1,2,694,408.2352941,1999,HockingStuart,880000,500,5132,NS
h,940125,8.2,3,1,2,657,505.3846154,1978,HockingStuart,915000,470,5058,S
h,1070000,13.4,3,1,3,661,550.8333333,1990,Barry Plant,1285000,525,4387,S
t,1157000,27,3,2,2,367,305.8333333,2000,Buxton,1267500,550,2546,S
h,1160000,11.4,4,2,2,613,245.2,1997,Barry Plant,1170000,550,3540,S
u,1212000,1.8,2,1,1,214,178.3333333,1960,Alexkarbon,1080000,550,6821,S
h,1280000,5.5,2,2,2,404,168.3333333,2015,Barry Plant,1690000,580,11364,S
h,1600000,2.1,3,2,1,412,294.2857143,1983,Marshall White,2045000,600,5943,S
u,1601375,2.4,1,1,1,223,139.375,1970,Biggin,1748000,620,438,NS
h,1780000,8.4,3,2,2,580,446.1538462,1930,Marshall White,1511000,550,8801,S
t,1910000,13.7,4,2,2,351,250.7142857,1988,Buxton,2142500,695,5454,S
h,1910000,7.5,2,1,1,418,220,2013,Marshall White,4600000,800,2671,S
h,2130000,9.7,3,1,2,546,420,1989,Considine,1200000,650,3284,S
h,2236250,10.3,5,3,2,648,360,2013,Biggin,2425000,800,6938,S
h,2740125,9.7,5,2,3,674,337,1990,Marshall White,3100000,650,5682,S
u,450000,7.3,1,1,1,227,141.875,2012,Fletchers,2235000,595,10412,NS
h,550000,31.7,4,2,5,713,375.2631579,1994,Leading,637500,450,14092,S
h,573000,31.6,3,1,1,531,279.4736842,1970,Prof.,795000,530,3532,S
t,670000,21.3,3,2,1,338,241.4285714,1961.5,Ray White,1028000,525,3794,S
t,700000,5.2,4,3,2,382,272.8571429,2019,RW Property Group,1300000,550,11918,S
h,708500,38,2,2,1,426,170.4,1986,Barry Plant,698000,475,17055,S
h,712000,26.5,4,2,2,515,214.5833333,1980,Ray White,770500,520,8280,NS
h,750000,8.2,2,1,2,525,403.8461538,1950,Nelson Alexander,1055000,525,1308,S
u,754000,9.7,2,1,1,258,161.25,2001,Marshall White,3100000,650,5682,NS
u,762000,5.3,2,1,1,165,103.125,1970,Marshall White,2601000,495,11308,S
h,790125,11.2,4,2,5,485,323.3333333,1950,Eview,735000,470,8870,NS
h,808000,14,3,1,1,766,510.6666667,1986.5,Barry Plant,650000,400,14042,S
h,910000,10.8,3,3,2,602,354.1176471,1998,Noel Jones,1302000,600,4480,S
h,967500,7.8,3,1,1,665,332.5,1991,Jason,1090000,600,1808,S
u,1000000,9.9,2,1,1,245,204.1666667,2006,Barry Plant,897500,490,7485,S
h,1061000,7.8,3,1,1,527,263.5,1983,Brad,1100000,530,11204,S
h,1210000,7.8,3,1,1,379,157.9166667,1995,Nelson Alexander,1100000,530,11204,S
h,1250000,7.8,4,1,2,613,383.125,2020,Jellis Craig,1100000,530,11204,S
h,1266000,2.3,2,1,0,651,325.5,1960,Jellis Craig,1080000,550,6821,S
u,1363750,7,1,1,1,224,186.6666667,2006,Harcourts,1250000,500,8870,S
h,1375000,3.8,4,1,1,447,223.5,1979,HockingStuart,1735000,675,8648,S
h,1391000,17.2,4,2,2,658,411.25,1981,Ray White,1525000,560,4280,S
h,1400000,16.7,5,2,2,739,434.7058824,1980,LLC Properties,1524000,600,7392,S
h,1415000,8.2,2,1,1,535,267.5,1997,Nelson Alexander,1200000,650,3284,S
h,1450000,5.2,5,3,1,654,327,2004,Ray White,1225000,620,7082,S
h,1455000,6.2,3,1,2,656,328,1990,Greg,1065000,500,6232,S
h,2000000,10.3,4,2,2,731,384.7368421,2000,RT Edgar,2425000,800,6938,S
h,2020000,10.5,3,2,2,403,191.9047619,1993,Nick,3195000,805,10579,S
h,2214000,7.2,5,3,2,720,360,1984,Marshall White,2325000,550,4898,S
h,2236250,10.7,2,1,1,424,201.9047619,2006,Gary,2425000,800,6938,S
h,2250000,7.5,2,1,1,491,204.5833333,2009,RT Edgar,2215000,770,6482,NS
h,2375000,5.4,4,3,2,481,300.625,1995,Jellis Craig,2735000,610,10331,S
h,2520000,3.2,4,2,2,504,265.2631579,1890,Nelson Alexander,1595000,670,3106,S
h,2603750,7.5,5,4,3,539,385,1999,Marshall White,4600000,800,2671,S
h,2652875,5.4,4,3,2,411,228.3333333,2000,Marshall White,2735000,610,10331,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
h,3400000,7.8,3,2,4,521,347.3333333,1992,Jellis Craig,2250000,595,8920,S
u,500000,1.6,2,1,1,216,154.2857143,2013,Nelson Alexander,1062500,580,4553,NS
h,503500,14,3,1,2,586,488.3333333,1970,Barry Plant,495000,380,2246,NS
h,555000,11.2,2,1,2,667,266.8,2009,Nelson Alexander,815000,450,21650,S
u,630000,2.6,1,1,1,226,188.3333333,1987,Biggin,1340000,620,14949,S
h,660000,20.6,4,2,2,560,233.3333333,1995,YPA,670000,450,5833,S
h,675000,12.3,2,2,2,422,281.3333333,1991,Purplebricks,1207500,498,3145,S
h,808000,15.5,3,2,4,642,279.1304348,1985,HockingStuart,661500,400,7630,S
h,808000,13.3,3,1,2,692,300.8695652,2015,Sweeney,730000,420,4217,S
h,815000,11.2,5,2,3,532,443.3333333,1987,Nelson Alexander,815000,450,21650,NS
u,845000,4.6,2,1,1,165,117.8571429,1997,Thomson,1540000,550,7717,S
h,931000,2.4,2,1,0,446,178.4,1999,Biggin,1340000,620,14949,S
t,1113625,11.2,3,3,1,316,225.7142857,1987,Barry Plant,903000,495,2291,NS
t,1156000,15.5,2,2,1,374,267.1428571,1993,Jellis Craig,1450000,600,6202,S
h,1205000,8.4,4,3,2,507,202.8,2016,Nelson Alexander,1079000,500,14577,S
u,1268750,5.2,1,1,1,220,137.5,2003,Barry Plant,1300000,550,11918,S
t,1375000,6.2,3,2,2,322,201.25,1962,Jellis Craig,2215000,770,6482,S
h,1378000,6.4,4,2,6,643,267.9166667,1930,Sweeney,915000,470,5058,S
h,1400000,3.5,3,2,0,517,304.1176471,2000,Jellis Craig,1595000,670,3106,NS
t,1405000,10.4,4,4,3,384,274.2857143,1992,Win,1370000,560,5678,S
u,1477625,16,2,1,2,254,158.75,1996,Hodges,1535000,670,4794,NS
t,1519375,13.4,3,2,1,310,258.3333333,1970,Jellis Craig,1481000,520,5713,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1650000,7.7,3,2,2,456,380,1993,Marshall White,2250000,595,8920,S
h,1788000,4.3,5,2,2,603,463.8461538,1991,Nelson Alexander,1349000,500,6567,S
h,2110000,11.2,4,2,2,645,537.5,1993,HockingStuart,1511000,550,8801,NS
h,2195000,11.2,3,1,1,708,472,2019,Fletchers,2270000,600,5457,S
h,2236250,10.3,4,2,2,669,318.5714286,1953,Marshall White,2425000,800,6938,NS
h,2240000,5.6,4,2,2,665,391.1764706,1983,Jellis Craig,2735000,610,10331,S
h,2339375,7.3,4,2,1,459,208.6363636,1995,Jason,2235000,595,10412,S
h,2350000,11.8,6,3,3,487,270.5555556,2013,Kay,1702000,600,2079,NS
h,2390000,13.8,3,2,2,604,431.4285714,1993,Buxton,2142500,695,5454,S
u,2625875,5.3,2,2,2,241,200.8333333,1995,Marshall White,2601000,495,11308,S
u,280000,11.4,1,1,1,247,176.4285714,1975,Thomson,1636000,650,3578,S
u,327000,2.6,1,1,1,281,234.1666667,1971,Biggin,1340000,620,14949,S
u,485000,7.7,1,1,1,190,118.75,1976,Buxton,2030000,520,8989,S
h,501000,13,2,1,1,392,261.3333333,1991,Raine,735000,470,8870,S
h,582500,44.2,3,2,2,621,477.6923077,2010,Barry Plant,600000,420,3988,NS
h,590000,20.6,3,2,2,650,500,2014,Raine,670000,450,5833,S
u,627500,16.2,2,1,2,250,156.25,2016,Jellis Craig,1173500,540,3891,S
u,660000,5.4,3,1,1,237,148.125,1988,Jellis Craig,2735000,610,10331,S
u,695000,4.6,2,1,1,228,162.8571429,1970,Jellis Craig,2601000,495,11308,S
h,790000,11.2,2,1,1,585,265.9090909,2001,Barry Plant,815000,450,21650,S
h,813750,35.2,4,2,2,512,426.6666667,2005,Barry Plant,850000,520,17093,NS
h,820000,10.4,4,1,1,612,382.5,1995,Nelson Alexander,795000,480,3464,NS
h,820000,16.5,4,2,3,657,298.6363636,2004,Barry Plant,1200000,555,1130,NS
h,905000,5.5,2,1,1,624,328.4210526,1982,Nelson Alexander,1690000,580,11364,S
h,970000,7,3,2,0,454,216.1904762,1989,Raine,1070000,550,6543,S
u,974250,10.5,2,1,2,235,167.8571429,1970,Buxton,3195000,805,10579,S
u,995000,6.3,3,2,2,195,121.875,1989,Marshall White,2080000,560,4836,S
h,1063000,21.8,4,2,4,612,322.1052632,1995,Morrison,970000,550,4258,S
h,1250000,14.3,4,3,2,585,243.75,1960,Buxton,1312500,650,2555,NS
t,1257625,5.9,2,2,1,332,276.6666667,1989,Barry Plant,1225000,620,7082,NS
h,1260000,8.8,2,2,2,682,341,2000,Nelson Alexander,1079000,500,14577,S
h,1271000,2.5,2,2,1,391,244.375,1982,Biggin,1409000,580,4019,S
h,1306000,17.2,4,2,2,567,257.7272727,2015,Fletchers,1155000,495,6871,S
h,1360000,6.3,3,1,1,479,281.7647059,1930,Jason,1070000,550,6543,NS
h,1397250,12.4,4,1,2,521,289.4444444,1994,Fletchers,1580000,600,5420,NS
h,1534375,1.6,3,1,0,399,210,2017,Nelson Alexander,1715000,630,5825,S
h,1620000,9.2,4,2,1,654,284.3478261,2018,Jellis Craig,2220000,700,7809,S
h,1695250,3.8,2,1,0,388,323.3333333,2003,Chisholm,1735000,675,8648,S
h,2150625,9.7,5,3,2,644,357.7777778,1937,Marshall White,2220000,700,7809,S
h,2255000,9.7,4,2,2,576,360,2013,Fletchers,2220000,700,7809,NS
h,505000,13.3,2,2,2,586,308.4210526,1995,Douglas,730000,420,4217,NS
u,585000,10.3,2,1,1,209,149.2857143,1950,Buxton,2425000,800,6938,NS
u,590000,5.2,2,1,1,167,104.375,1983,Woodards,1300000,550,11918,S
u,590000,4.5,2,1,1,181,129.2857143,2015,Purplebricks,1540000,550,7717,NS
u,622000,5,1,1,0,168,120,2013,McGrath,1116500,600,13240,S
h,657500,14,4,2,2,630,420,2000,Brad,665000,405,1202,S
h,660000,8.8,4,2,1,476,250.5263158,2016,Barry Plant,1079000,500,14577,NS
h,700000,20.6,3,3,2,632,371.7647059,2006,Raine,670000,450,5833,S
t,710000,6.4,3,2,2,321,267.5,2011,Jason,897500,450,3873,NS
u,713000,5,1,1,1,220,137.5,2006,Buxton,1116500,600,13240,S
h,715000,20.4,3,2,2,790,316,1990,Barry Plant,825000,520,4864,S
h,790125,11.2,3,1,0,708,321.8181818,1950,Brad,735000,470,8870,NS
t,800000,7.8,2,1,1,366,305,2014,Peter,1100000,530,11204,NS
h,817000,16.1,3,2,1,610,406.6666667,1970,Ray White,938500,490,8524,S
h,900000,12.1,3,3,2,639,319.5,2017,Barry Plant,774000,420,1414,S
h,975000,4.2,4,3,1,590,491.6666667,1979,Nelson Alexander,927500,500,5263,S
h,981000,12,3,1,1,656,468.5714286,1995,Barry Plant,815000,450,21650,S
u,985000,10.2,2,2,1,228,162.8571429,1980,Fletchers,2270000,600,5457,NS
h,1000000,6.2,4,1,2,408,291.4285714,1990,Brad,1065000,500,6232,NS
h,1100000,5.4,3,3,2,502,386.1538462,2017,Marshall White,2735000,610,10331,NS
h,1125000,13.4,3,2,2,511,268.9473684,1985,Fletchers,1481000,520,5713,NS
h,1134625,15.4,3,1,2,540,415.3846154,1960,Noel Jones,1100000,495,4973,S
u,1175000,14.2,4,2,2,224,160,2003,Jellis Craig,1407000,600,13366,NS
h,1363750,7,3,1,3,479,252.1052632,1994,Love,1250000,500,8870,NS
h,1375000,4.3,3,1,2,483,402.5,2000,Brad,1349000,500,6567,S
u,1422625,14.5,1,1,0,253,210.8333333,1994,Buxton,1270000,710,2356,S
h,1700000,5.3,4,3,4,422,200.952381,1993,McGrath,1690000,580,11364,S
h,1715000,7.5,3,1,2,580,446.1538462,1950,Rendina,1765000,490,9264,S
h,1750000,9.7,3,1,2,632,287.2727273,1994,Fletchers,2220000,700,7809,NS
h,1800000,5.9,4,3,3,605,252.0833333,2000,Brad,1349000,500,6567,S
t,2200000,13.7,3,2,3,372,310,1986,Marshall White,2142500,695,5454,NS
u,2239375,7.2,1,1,1,260,185.7142857,1987,Gary,2030000,520,8989,NS
h,2350000,5.6,4,2,2,482,321.3333333,2005,Jellis Craig,2735000,610,10331,NS
h,2355000,8,4,2,3,715,595.8333333,2001,McDonald,1765000,490,9264,S
h,2659000,7.4,3,2,2,396,264,1982,Jellis Craig,1750000,583,4675,S
h,2659000,7.4,2,1,0,394,262.6666667,2011,RT Edgar,1750000,583,4675,S
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
h,2755000,7.7,4,3,3,510,283.3333333,1920,Marshall White,2250000,595,8920,NS
u,310000,3.3,1,1,1,193,137.8571429,2008,Buxton,2700000,565,14887,NS
u,385000,14,2,1,1,273,227.5,1996,YPA,520000,450,4294,S
u,542000,6.9,2,2,1,273,227.5,1988,Hodges,1065000,500,6232,S
h,575000,27.2,3,3,1,708,283.2,2000,@Realty,555000,400,5262,S
h,620000,14.7,4,2,2,630,484.6153846,1995,Barry Plant,587000,450,16166,S
h,795000,23.5,2,1,2,487,256.3157895,2019,Purplebricks,1050000,550,11667,S
t,802000,22.2,3,2,2,280,200,1998,Buxton,931000,600,3940,S
t,855500,6.4,2,2,1,308,256.6666667,1994,HockingStuart,897500,450,3873,S
h,890000,35.4,4,2,2,767,426.1111111,1970,Eview,796500,480,8077,S
h,903000,11.8,2,1,1,591,454.6153846,1987,Barry Plant,1302000,600,4480,S
t,930000,21.5,4,2,3,404,336.6666667,1993,HockingStuart,1355000,520,3650,S
h,980000,17.2,4,2,0,539,449.1666667,1978,HockingStuart,1200000,560,4181,S
h,990000,6.7,4,2,2,471,188.4,1994,Nelson Alexander,1100000,530,11204,NS
h,1000000,2.5,2,1,2,502,218.2608696,1994,HockingStuart,1680000,713,1123,S
h,1040000,8.5,3,1,2,641,267.0833333,1995.5,Nelson Alexander,897500,490,7485,S
h,1100000,5.4,2,1,1,435,241.6666667,1987,Kay,2735000,610,10331,S
h,1100000,5.3,2,1,1,410,186.3636364,1993,Nelson Alexander,1690000,580,11364,NS
h,1115000,8.4,4,1,1,617,280.4545455,2016,Greg,1297500,550,5498,S
h,1155000,12.4,3,2,2,655,467.8571429,1970,Barry Plant,1580000,600,5420,S
h,1250000,7.8,4,3,1,662,264.8,1995,Jellis Craig,1302500,525,5549,NS
h,1257625,5.2,3,1,0,400,285.7142857,1925,Jellis Craig,1225000,620,7082,S
h,1350000,5.3,2,2,1,426,177.5,1989,Jellis Craig,1690000,580,11364,S
h,1385000,17.3,4,2,2,588,452.3076923,1991,HockingStuart,1865000,695,5366,S
h,1490000,6.2,3,1,1,557,309.4444444,1990,Jellis Craig,1065000,500,6232,S
h,1494000,6.8,3,1,0,431,172.4,1990,RT Edgar,1390000,595,6380,S
h,1535000,4.6,2,1,0,441,367.5,1978,LITTLE,2601000,495,11308,S
