Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm
Sunbury,42 Burke Rd,3,h,S,Raine,3/03/2018,2.988993632797402,3429.0,3.0,1.0,3.0,0.6119513614049064,-0.07534425237116392,1980.0,Hume City Council,-37.58254,144.71017,Western Metropolitan,14092.0,3350.0
Sunbury,310 Elizabeth Dr,3,h,PI,YPA,3/03/2018,2.988993632797402,3429.0,3.0,2.0,2.0,0.731752874671641,-0.008417324756702796,1970.0,Hume City Council,-37.56889,144.72368,Western Metropolitan,14092.0,2624.1610738255035
Sunbury,5 Starflower Wy,4,h,SP,YPA,3/03/2018,2.988993632797402,3429.0,4.0,2.0,2.0,0.553586521608292,0.46750749383502077,2009.0,Hume City Council,-37.59531,144.72317,Western Metropolitan,14092.0,3403.755868544601
Sunshine,11 Robinson St,3,h,S,Douglas,3/03/2018,-0.10606465986775969,3020.0,3.0,1.0,1.0,-0.02699004268434484,-0.18688913172859914,1956.0,Brimbank City Council,-37.79017,144.83713,Western Metropolitan,3755.0,6848.0
Sunshine North,374 Ballarat Rd,3,h,S,Douglas,3/03/2018,-0.10606465986775969,3020.0,3.0,1.0,2.0,0.5351555195672559,-0.05303527649967688,1955.0,Brimbank City Council,-37.77864,144.84572,Western Metropolitan,4217.0,5741.258741258741
Sunshine North,37 Westmoreland Rd,3,h,S,Douglas,3/03/2018,-0.10606465986775969,3020.0,3.0,1.0,2.0,0.38463566956546125,-0.07534425237116392,1970.0,Brimbank City Council,-37.77426,144.83497,Western Metropolitan,4217.0,6217.857142857143
Taylors Lakes,60 Corryong Cr,4,h,S,Barry,3/03/2018,0.6239019185910049,3038.0,4.0,2.0,2.0,0.6211668624254244,0.40058056622055965,1980.0,Brimbank City Council,-37.70504,144.80535,Western Metropolitan,5336.0,3637.2549019607845
Taylors Lakes,12 Nolan Pl,4,h,SP,Brad,3/03/2018,0.6239019185910049,3038.0,4.0,3.0,2.0,0.7686148787537131,1.0475408664936838,2007.0,Brimbank City Council,-37.68767,144.7703,Western Metropolitan,5336.0,3903.780068728522
Templestowe,303 Church Rd,5,h,S,Jellis,3/03/2018,0.6239019185910049,3106.0,5.0,3.0,2.0,1.1095884165128809,1.8060460461242434,1990.0,Manningham City Council,-37.76815,145.14107,Eastern Metropolitan,6202.0,5109.414758269721
Templestowe,4 Durkin Ct,4,h,SP,Barry,3/03/2018,0.6239019185910049,3106.0,4.0,2.0,2.0,0.7071782052835929,0.4972527949970035,1980.0,Manningham City Council,-37.75785,145.13593,Eastern Metropolitan,6202.0,4838.709677419355
Templestowe,8 Strand Ct,4,h,SP,Barry,3/03/2018,0.6239019185910049,3106.0,4.0,2.0,2.0,1.2140307614120853,0.6385429755164214,1980.0,Manningham City Council,-37.77239,145.15869,Eastern Metropolitan,6202.0,6250.0
Templestowe,19 Wensley Ct,5,h,S,Jellis,3/03/2018,0.6239019185910049,3106.0,5.0,3.0,4.0,1.1710250899830013,1.7093738173477995,1990.0,Manningham City Council,-37.77115,145.15826,Eastern Metropolitan,6202.0,5531.578947368421
Templestowe Lower,291 High St,4,h,VB,Barry,3/03/2018,0.1713226399465709,3107.0,4.0,3.0,2.0,0.0405902981327875,0.6311066502259257,2004.0,Manningham City Council,-37.76562,145.11944,Eastern Metropolitan,5420.0,5319.148936170212
Templestowe Lower,65 Lowan Av,3,h,S,Barry,3/03/2018,0.1713226399465709,3107.0,3.0,2.0,2.0,0.6303823634459425,0.07338225343874968,1970.0,Manningham City Council,-37.75748,145.09691,Eastern Metropolitan,5420.0,7218.75
Thornbury,63 Miller St,3,h,S,McGrath,3/03/2018,-0.6170412647888949,3071.0,3.0,1.0,1.0,-0.257377568197296,-0.9974485883926283,1940.0,Darebin City Council,-37.75155,144.99169,Northern Metropolitan,8870.0,61875.0
Thornbury,213 Raleigh St,3,h,S,McGrath,3/03/2018,-0.6170412647888949,3071.0,3.0,1.0,1.0,0.06516496752083563,-0.2761250352145473,1940.0,Darebin City Council,-37.76026,145.01602,Northern Metropolitan,8870.0,10088.495575221239
Thornbury,335 Rossmoyne St,3,h,S,McGrath,3/03/2018,-0.6170412647888949,3071.0,3.0,1.0,2.0,0.016015628744739375,-0.0827805776616596,1952.0,Darebin City Council,-37.75949,145.02395,Northern Metropolitan,8870.0,8575.539568345324
Wantirna,30 Gresford Rd,4,h,SP,LLC,3/03/2018,0.5071072660376025,3152.0,4.0,2.0,2.0,0.538227353240762,0.5195617708684905,1980.0,Knox City Council,-37.84972,145.23531,Eastern Metropolitan,5424.0,4581.818181818182
Warrandyte,18 Pound Rd,4,h,SP,Barry,3/03/2018,1.4414644864648214,3113.0,4.0,3.0,2.0,3.431894673683429,0.4823801444160121,1990.0,Manningham City Council,-37.74681,145.19746,Eastern Metropolitan,2003.0,5725.581395348837
Watsonia North,78 Sellars St,4,h,S,Jellis,3/03/2018,0.47790860289925197,3087.0,4.0,2.0,2.0,0.6549570328339905,0.028764301695775606,1960.0,Banyule City Council,-37.69697,145.09058,Northern Metropolitan,1442.0,6181.818181818182
Werribee,22 Albany Ct,3,h,SP,Barry,3/03/2018,0.5071072660376025,3030.0,3.0,2.0,2.0,-0.19286906105366966,0.9434323124267443,1970.0,Wyndham City Council,-37.87267,144.65637,Western Metropolitan,16166.0,1805.0541516245487
Werribee,7 Broken Ct,3,h,PI,Barry,3/03/2018,0.5071072660376025,3030.0,3.0,1.0,1.0,0.2556186552782086,-0.37279726399099117,1982.0,Wyndham City Council,-37.88596,144.65964,Western Metropolitan,16166.0,4700.0
Werribee,40 Duncans Rd,3,h,S,hockingstuart,3/03/2018,0.5071072660376025,3030.0,3.0,1.0,2.0,-0.10378588452199522,0.8988143606837702,1970.0,Wyndham City Council,-37.90273,144.66394,Western Metropolitan,16166.0,2195.571955719557
Werribee,20 Goegan St,3,h,S,YPA,3/03/2018,0.5071072660376025,3030.0,3.0,1.0,2.0,0.24947498793119655,-0.18688913172859914,1975.0,Wyndham City Council,-37.90315,144.67115,Western Metropolitan,16166.0,4360.0
Werribee,90 Kookaburra Av,3,h,SP,Greg,3/03/2018,0.5071072660376025,3030.0,3.0,1.0,2.0,0.28633699201326873,-0.06790792708066824,1982.0,Wyndham City Council,-37.88507,144.67787,Western Metropolitan,16166.0,3219.8581560283687
West Footscray,532 Barkly St,2,h,SP,Burnham,3/03/2018,-0.7046372542039465,3012.0,2.0,1.0,2.0,-0.28809590493235615,-0.5587053962533831,1970.0,Maribyrnong City Council,-37.7975,144.87955,Western Metropolitan,5058.0,13333.333333333334
Westmeadows,32 Shadforth St,4,h,S,Jason,3/03/2018,0.7698952342827577,3049.0,4.0,2.0,4.0,2.52877557367266,1.4862840586329291,1970.0,Hume City Council,-37.67568,144.897,Northern Metropolitan,2474.0,3142.8571428571427
Wheelers Hill,31 Alex Av,5,h,PI,Barry,3/03/2018,0.7990938974211083,3150.0,5.0,5.0,2.0,0.5965921930373763,1.9770815278056437,2016.0,Monash City Council,-37.90532,145.19323,South-Eastern Metropolitan,7392.0,5048.076923076923
Williamstown,18 Charles St,3,h,SP,Williams,3/03/2018,-0.6462399279272455,3016.0,3.0,1.0,0.0,-0.5952792722829577,-0.7446135285157752,1915.0,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380.0,25800.0
Williamstown,16 Hannan St,5,h,S,Jas,3/03/2018,-0.6462399279272455,3016.0,5.0,2.0,1.0,0.6303823634459425,0.6980335778403869,1910.0,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380.0,11147.540983606557
Williamstown,12 Melbourne Rd,3,h,PI,Greg,3/03/2018,-0.6462399279272455,3016.0,3.0,2.0,0.0,-0.4201847528931148,0.036200626986271287,1915.0,Hobsons Bay City Council,-37.86217,144.89765,Western Metropolitan,6380.0,8354.838709677419
Williamstown,193 Melbourne Rd,2,h,PI,Sweeney,3/03/2018,-0.6462399279272455,3016.0,2.0,1.0,1.0,-0.47854959268972913,-0.22407075818107752,1900.0,Hobsons Bay City Council,-37.85149,144.88893,Western Metropolitan,6380.0,8166.666666666667
Williamstown,38 Perry St,3,h,SP,Sweeney,3/03/2018,-0.6462399279272455,3016.0,3.0,2.0,1.0,-0.5553454345273795,-0.0009809994662071163,1970.0,Hobsons Bay City Council,-37.86157,144.8926,Western Metropolitan,6380.0,7166.666666666667
Williamstown,39 Sandpiper Pl,4,h,SP,Greg,3/03/2018,-0.6462399279272455,3016.0,4.0,2.0,2.0,0.03751846445928148,-0.9082126849066802,2000.0,Hobsons Bay City Council,-37.86341,144.87786,Western Metropolitan,6380.0,85714.28571428571
Windsor,3 Lewisham La,4,h,VB,Gary,3/03/2018,-0.9674252224491019,3181.0,4.0,2.0,2.0,4.166062921651366,-0.0455989512091812,1990.0,Port Phillip City Council,-37.85688,144.99854,Southern Metropolitan,4380.0,9375.0
Wollert,101 Eaststone Av,4,h,SP,hockingstuart,3/03/2018,2.0838350755085338,3750.0,4.0,3.0,2.0,0.0805241358883657,0.42288954209204666,2014.0,Whittlesea City Council,-37.61722,145.00067,Northern Metropolitan,2940.0,3599.0338164251207
Wollert,10 Empress Av,4,h,S,hockingstuart,3/03/2018,2.0838350755085338,3750.0,4.0,3.0,2.0,0.4982935154851838,0.787269481326335,2015.0,Whittlesea City Council,-37.61426,145.01891,Northern Metropolitan,2940.0,3320.3125
Wollert,136 Highpark Dr,4,h,S,hockingstuart,3/03/2018,2.0838350755085338,3750.0,4.0,2.0,2.0,-0.15293522329809148,0.2890356868631244,1970.0,Whittlesea City Council,-37.6145,145.02108,Northern Metropolitan,2940.0,3174.6031746031745
Yarraville,8 Corris St,4,h,PI,Jas,3/03/2018,-0.7192365857731219,3013.0,4.0,3.0,2.0,0.338558164462871,0.48981646970650783,1935.0,Maribyrnong City Council,-37.81612,144.87846,Western Metropolitan,6543.0,10115.74074074074
Yarraville,170 Stephen St,4,h,PI,Village,3/03/2018,-0.7192365857731219,3013.0,4.0,1.0,3.0,0.2003256491551003,0.2964720121536201,1915.0,Maribyrnong City Council,-37.81968,144.89355,Western Metropolitan,6543.0,9736.842105263158
Yarraville,12 Stewart St,3,h,PI,Jas,3/03/2018,-0.7192365857731219,3013.0,3.0,1.0,2.0,-0.7150807855496923,-0.4322878663149566,1900.0,Maribyrnong City Council,-37.81082,144.88766,Western Metropolitan,6543.0,9673.91304347826
Alphington,41 Broomfield Av,4,h,PI,Jellis,10/03/2018,-0.8068325751881736,3078.0,4.0,2.0,1.0,0.06516496752083563,0.27416303628213307,1925.0,Darebin City Council,-37.77984,145.02149,Northern Metropolitan,2211.0,8422.459893048128
Altona Meadows,84 Myers Pde,4,h,S,Reliance,10/03/2018,0.6239019185910049,3028.0,4.0,2.0,2.0,0.1634636450730281,0.2964720121536201,1990.0,Hobsons Bay City Council,-37.87774,144.77313,Western Metropolitan,7630.0,4005.2631578947367
Berwick,143 Viewgrand Dr,4,h,SP,C21,10/03/2018,3.4999702377185375,3806.0,4.0,2.0,2.0,0.6211668624254244,0.9211233365552572,2010.0,Casey City Council,-38.07214,145.34383,Eastern Victoria,17093.0,2846.715328467153
Broadmeadows,26 Colin Ct,3,h,S,@Realty,10/03/2018,0.4049119450533755,3047.0,3.0,1.0,2.0,1.3215449399847958,-0.22407075818107752,1975.0,Hume City Council,-37.69336,144.92303,Northern Metropolitan,4294.0,5416.666666666667
Broadmeadows,65 Graham St,3,h,S,Eview,10/03/2018,0.4049119450533755,3047.0,3.0,1.0,4.0,0.5597301889553041,-0.44716051689594793,1970.0,Hume City Council,-37.69193,144.92779,Northern Metropolitan,4294.0,7755.555555555556
Brunswick,6 Bennie St,4,h,S,Collins,10/03/2018,-0.87982923303405,3056.0,4.0,2.0,0.0,-0.6352131100385359,-0.1273985294046337,1920.0,Moreland City Council,-37.76699,144.96641,Northern Metropolitan,11918.0,9924.812030075187
Bulleen,42 Apex Cr,4,h,S,Barry,10/03/2018,-0.06226666516023371,3105.0,4.0,2.0,1.0,0.47064701242362966,0.6682882766784042,1970.0,Manningham City Council,-37.76966,145.09116,Eastern Metropolitan,4480.0,4825.0
Coburg,92A Rennie St,3,h,SP,Nelson,10/03/2018,-0.6608392594964208,3058.0,3.0,1.0,2.0,0.09588330425589578,-0.09021690295215529,1940.0,Darebin City Council,-37.75142,144.97404,Northern Metropolitan,11204.0,7065.217391304348
Craigieburn,46 Baronial Wy,4,h,S,Ray,10/03/2018,1.368467828618945,3064.0,4.0,2.0,2.0,-0.005487206969802732,0.5195617708684905,2013.0,Hume City Council,-37.6009,144.90096,Northern Metropolitan,15510.0,3000.0
Craigieburn,28 Bradshaw Av,3,h,S,Barry,10/03/2018,1.368467828618945,3064.0,3.0,2.0,1.0,-0.5645609355478975,-0.32817931224801705,2013.0,Hume City Council,-37.57286,144.90412,Northern Metropolitan,15510.0,4292.452830188679
Craigieburn,112 Bridgewater Rd,4,h,S,Ray,10/03/2018,1.368467828618945,3064.0,4.0,2.0,4.0,0.8638417226323997,0.1477455063437065,1992.0,Hume City Council,-37.60894,144.92786,Northern Metropolitan,15510.0,3429.4117647058824
Craigieburn,13 Creighton Wy,4,h,S,Ray,10/03/2018,1.368467828618945,3064.0,4.0,2.0,2.0,0.4122821726270154,0.2890356868631244,2005.0,Hume City Council,-37.578,144.93654,Northern Metropolitan,15510.0,3246.031746031746
Craigieburn,34 Emblem Wy,4,h,S,LJ,10/03/2018,1.368467828618945,3064.0,4.0,2.0,2.0,0.19111014813458224,0.7054699031308825,2017.0,Hume City Council,-37.59385,144.89137,Northern Metropolitan,15510.0,3020.408163265306
Craigieburn,64 Newbury Bvd,4,h,S,Ray,10/03/2018,1.368467828618945,3064.0,4.0,2.0,2.0,0.1603918113995221,0.5864886984829516,2010.0,Hume City Council,-37.58047,144.90524,Northern Metropolitan,15510.0,3056.768558951965
Craigieburn,16 Princetown Av,3,h,PI,Barry,10/03/2018,1.368467828618945,3064.0,3.0,2.0,2.0,0.6242386960989305,-0.21663443289058185,1991.0,Hume City Council,-37.60661,144.92949,Northern Metropolitan,15510.0,4648.760330578512
Dallas,2 Sale Ct,3,h,S,FN,10/03/2018,0.4049119450533755,3047.0,3.0,2.0,6.0,0.42456950732103943,-0.0455989512091812,1990.0,Hume City Council,-37.66673,144.93988,Northern Metropolitan,2246.0,3541.6666666666665
Dallas,12 Washington St,3,h,S,FN,10/03/2018,0.4049119450533755,3047.0,3.0,2.0,5.0,0.3938511705859793,-0.4025425651529739,1960.0,Hume City Council,-37.66698,144.94497,Northern Metropolitan,2246.0,5416.666666666667
Dandenong North,54 Neasham Dr,3,h,S,Le,10/03/2018,1.9670404229551315,3175.0,3.0,2.0,2.0,0.3109116614013169,-0.09765322824265096,1970.0,Greater Dandenong City Council,-37.94526,145.19999,South-Eastern Metropolitan,8322.0,4689.78102189781
Doncaster,23 Frederick St,5,h,PI,Jellis,10/03/2018,0.1713226399465709,3108.0,5.0,4.0,1.0,1.6318001410089036,0.95086863771724,1974.0,Manningham City Council,-37.78983,145.1262,Eastern Metropolitan,9028.0,8093.525179856115
Doncaster East,55 Gedye St,5,h,SP,Barry,10/03/2018,0.44870993976090146,3109.0,5.0,3.0,2.0,0.6242386960989305,0.6608519513879084,1980.0,Manningham City Council,-37.79751,145.14706,Eastern Metropolitan,10999.0,5020.92050209205
Eltham,29 Green Pl,4,h,S,Buckingham,10/03/2018,0.9888852078203871,3095.0,4.0,2.0,1.0,-0.0792112151339471,0.07338225343874968,2015.0,Banyule City Council,-37.70693,145.1477,Eastern Metropolitan,6990.0,7687.5
Epping,780 Edgars Rd,3,h,S,Iconek,10/03/2018,1.222474512927192,3076.0,3.0,2.0,2.0,-0.2758085702383321,-0.008417324756702796,1970.0,Whittlesea City Council,-37.6287,145.00557,Northern Metropolitan,10926.0,3973.1543624161072
Epping,4 Martingale Ct,3,h,S,Ray,10/03/2018,1.222474512927192,3076.0,3.0,1.0,2.0,0.2924806593602808,-0.11252587882364233,1985.0,Whittlesea City Council,-37.64249,145.05521,Northern Metropolitan,10926.0,4366.666666666667
Gladstone Park,37 Samara Gr,3,h,SP,Raine,10/03/2018,0.24431929779244735,3043.0,3.0,2.0,2.0,0.31398349507482287,-0.26868870992405164,1970.0,Hume City Council,-37.69758,144.88911,Western Metropolitan,3285.0,5434.210526315789
Glen Waverley,5 Wilfred Ct,5,h,S,Barry,10/03/2018,0.7990938974211083,3150.0,5.0,3.0,2.0,1.3676224450873862,-0.03816262591868552,1978.0,Monash City Council,-37.89524,145.1587,Eastern Metropolitan,15321.0,5620.689655172414
Glenroy,15 George St,4,h,S,Eview,10/03/2018,-0.0038693388835327543,3046.0,4.0,2.0,2.0,0.4614315114031116,0.028764301695775606,1970.0,Moreland City Council,-37.71283,144.91446,Northern Metropolitan,8870.0,5691.558441558442
Glenroy,75 Glen St,3,h,VB,RW,10/03/2018,-0.0038693388835327543,3046.0,3.0,1.0,6.0,0.6733880348750266,-0.14970750527612073,1950.0,Moreland City Council,-37.69805,144.92765,Northern Metropolitan,8870.0,5230.7692307692305
Glenroy,6 Gordon Ct,3,h,S,Stockdale,10/03/2018,-0.0038693388835327543,3046.0,3.0,1.0,2.0,0.6150231950784124,-0.39510623986247817,1960.0,Moreland City Council,-37.69824,144.92347,Northern Metropolitan,8870.0,8018.319587628866
Greenvale,11 Scarlet Dr,4,h,S,HAR,10/03/2018,1.339269165480594,3059.0,4.0,2.0,4.0,-0.005487206969802732,0.24441773512015033,2013.0,Hume City Council,-37.62097,144.87569,Northern Metropolitan,4864.0,3688.5245901639346
Heidelberg,5/2 Vine St,3,u,S,Miles,10/03/2018,-0.3396539649745643,3084.0,3.0,1.0,1.0,1.1034447491658688,-0.3876699145719825,2012.0,Banyule City Council,-37.75791,145.07229,Eastern Metropolitan,2890.0,6000.0
Hoppers Crossing,32 Sier Av,3,h,S,Sweeney,10/03/2018,1.0472825340970882,3029.0,3.0,2.0,1.0,-0.12221688656303131,-0.30587033637653,1980.0,Wyndham City Council,-37.86608,144.68721,Western Metropolitan,13830.0,3926.605504587156
Keilor East,23 Viewbank Dr,4,h,VB,Nelson,10/03/2018,0.0691273189623437,3033.0,4.0,2.0,2.0,0.2924806593602808,0.6162339996449344,1980.0,Brimbank City Council,-37.74794,144.87634,Western Metropolitan,5629.0,4291.845493562232
Lysterfield,7 Saunders Cl,3,h,PI,Noel,10/03/2018,1.981639754524307,3156.0,3.0,1.0,2.0,0.5290118522202439,-0.32817931224801705,1980.0,Knox City Council,-37.91857,145.27292,South-Eastern Metropolitan,2126.0,6886.792452830188
Melton South,38 Andrew St,3,h,S,PRDNationwide,10/03/2018,2.7116063329830715,3338.0,3.0,1.0,1.0,0.36927650119793115,-0.33561563753851276,1980.0,Melton City Council,-37.69648,144.57923,Western Victoria,4718.0,3619.0476190476193
Mernda,6 Shura Dr,4,h,SP,LITTLE,10/03/2018,2.1422324017852348,3754.0,4.0,2.0,2.0,-0.005487206969802732,-0.015853650047198478,2016.0,Whittlesea City Council,-37.59945,145.06712,Northern Metropolitan,5812.0,4121.621621621622
Mill Park,5 Newhaven Ct,5,h,S,HAR,10/03/2018,0.9742858762512117,3082.0,5.0,2.0,2.0,0.7102500389570988,0.1849271327961849,1990.0,Whittlesea City Council,-37.67273,145.06998,Northern Metropolitan,10529.0,4457.142857142857
Mill Park,12 Statesman Cr,3,h,S,HAR,10/03/2018,0.9742858762512117,3082.0,3.0,2.0,4.0,0.522868184873232,-0.14970750527612073,1985.0,Whittlesea City Council,-37.67329,145.06874,Northern Metropolitan,10529.0,5869.2307692307695
Mulgrave,13 Anora Cr,4,h,S,Ray,10/03/2018,1.1056798603737896,3170.0,4.0,1.0,3.0,0.6150231950784124,0.013891651114784244,1970.0,Monash City Council,-37.92092,145.17123,South-Eastern Metropolitan,7113.0,5559.210526315789
Northcote,221 Mitchell St,4,h,VB,Jellis,10/03/2018,-0.8652299014648749,3070.0,4.0,1.0,2.0,0.11124247262342585,0.04363695227676697,1940.0,Darebin City Council,-37.77373,145.01414,Northern Metropolitan,11364.0,10897.435897435897
Northcote,18 Tanner Gr,3,h,SP,Jellis,10/03/2018,-0.8652299014648749,3070.0,3.0,1.0,2.0,0.541299186914268,-0.24637973405256458,1925.0,Darebin City Council,-37.77193,145.01048,Northern Metropolitan,11364.0,14188.034188034188
Pakenham,1 Smethurst Av,3,h,S,O'Brien,10/03/2018,5.266489357588746,3810.0,3.0,1.0,0.0,1.521214128762687,-0.32817931224801705,1979.0,Cardinia Shire Council,-38.07646,145.46778,Eastern Victoria,17384.0,4811.320754716981
Point Cook,3 Ivory Av,4,h,PI,hockingstuart,10/03/2018,0.5071072660376025,3030.0,4.0,2.0,2.0,-0.005487206969802732,0.2221087592486633,2010.0,Wyndham City Council,-37.91013,144.74066,Western Metropolitan,15542.0,3555.5555555555557
Point Cook,18 Picton La,3,t,S,Point,10/03/2018,0.5071072660376025,3030.0,3.0,2.0,2.0,-0.8072357957548727,-0.09021690295215529,2006.0,Wyndham City Council,-37.87814,144.74433,Western Metropolitan,15542.0,3739.1304347826085
Reservoir,51 Elinda Pl,2,u,SP,Ray,10/03/2018,0.11292531366986967,3073.0,2.0,1.0,2.0,-0.8410259661634389,-0.44716051689594793,1998.0,Darebin City Council,-37.69898,145.02387,Northern Metropolitan,21650.0,5111.111111111111
Reservoir,55 Nisbett St,2,h,PI,Ray,10/03/2018,0.11292531366986967,3073.0,2.0,1.0,2.0,0.40306667160649734,-0.5587053962533831,1950.0,Darebin City Council,-37.72768,145.02981,Northern Metropolitan,21650.0,8666.666666666666
Roxburgh Park,12 Almands Av,4,h,S,YPA,10/03/2018,1.368467828618945,3064.0,4.0,2.0,2.0,0.14810447670549803,1.2408853240465716,2000.0,Hume City Council,-37.63457,144.93155,Northern Metropolitan,5833.0,2223.97476340694
Roxburgh Park,23 Wrigley Cr,4,h,S,Raine,10/03/2018,1.368467828618945,3064.0,4.0,2.0,1.0,0.24640315425769052,-1.1164297930405591,1998.0,Hume City Council,-37.62352,144.93133,Northern Metropolitan,5833.0,inf
Tarneit,1 Northbridge Dr,5,h,SP,Sweeney,10/03/2018,1.0472825340970882,3029.0,5.0,2.0,2.0,0.3078398277278108,0.4749438191255164,2010.0,Wyndham City Council,-37.83753,144.66697,Western Metropolitan,10160.0,2850.467289719626
Taylors Hill,29 Nepean Wy,4,h,VB,YPA,10/03/2018,0.9888852078203871,3037.0,4.0,2.0,2.0,0.553586521608292,0.6608519513879084,2005.0,Melton City Council,-37.71782,144.75353,Western Metropolitan,4242.0,2928.8702928870293
Wantirna South,48 Honey Av,5,h,SP,Barry,10/03/2018,0.5071072660376025,3152.0,5.0,3.0,2.0,-0.1775098926861396,1.2929396010800414,2012.0,Knox City Council,-37.88011,145.23567,Eastern Metropolitan,7082.0,3643.5216049382716
Wollert,36 Saltlake Bvd,4,h,S,hockingstuart,10/03/2018,2.0838350755085338,3750.0,4.0,2.0,2.0,0.19111014813458224,0.4451985179635337,2014.0,Whittlesea City Council,-37.61177,145.03887,Northern Metropolitan,2940.0,3523.809523809524
Abbotsford,16 Federation La,3,h,S,Biggin,17/02/2018,-1.2010145275559065,3067.0,3.0,2.0,2.0,-1.1174909967789803,-0.20919810760008617,2004.0,Yarra City Council,-37.79686,144.99621,Northern Metropolitan,4019.0,7827.868852459016
Abbotsford,31 Park St,3,h,S,Biggin,17/02/2018,-1.2010145275559065,3067.0,3.0,1.0,1.0,-0.7335117875907284,-0.42485154102446093,1970.0,Yarra City Council,-37.80864,144.99386,Northern Metropolitan,4019.0,12903.225806451614
Altona Meadows,13 Dillon Ct,4,h,S,Barry,17/02/2018,0.6239019185910049,3028.0,4.0,2.0,2.0,0.1204579736439439,0.11800020518172377,2000.0,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan,7630.0,4716.8674698795185
Ascot Vale,12 Mirams St,3,h,PI,Rendina,17/02/2018,-1.0112232171566278,3032.0,3.0,2.0,1.0,2.7653067665326234,0.2592903857011417,1890.0,Moonee Valley City Council,-37.77659,144.91428,Western Metropolitan,6567.0,8378.378378378378
Balaclava,11 Nelson St,2,h,PI,McGrath,17/02/2018,-0.7046372542039465,3183.0,2.0,1.0,2.0,-0.6444286110590539,-0.48434214334842635,1900.0,Port Phillip City Council,-37.86631,144.99358,Southern Metropolitan,2952.0,12494.117647058823
Balwyn North,41 Harrington Av,5,h,VB,Marshall,17/02/2018,-0.2228593124211621,3104.0,5.0,2.0,2.0,1.705524149173048,0.2592903857011417,1950.0,Boroondara City Council,-37.79389,145.09822,Southern Metropolitan,7809.0,12702.702702702703
Beaumaris,12 Stawell St,4,h,S,Buxton,17/02/2018,0.8866898868361602,3193.0,4.0,2.0,2.0,0.6150231950784124,0.26672671099163736,1970.0,Bayside City Council,-37.98316,145.02748,Southern Metropolitan,5366.0,11193.548387096775
Beaumaris,17 Summerhill Rd,3,h,S,Buxton,17/02/2018,0.8866898868361602,3193.0,3.0,1.0,3.0,0.6672443675280146,0.3410899638965942,1950.0,Bayside City Council,-37.9754,145.02694,Southern Metropolitan,5366.0,8826.530612244898
Bentleigh East,13A Brosnan Rd,3,t,VB,Jellis,17/02/2018,0.375713281915025,3165.0,3.0,3.0,2.0,-0.4754777590162231,0.5716160479019603,2011.0,Glen Eira City Council,-37.93227,145.06377,Southern Metropolitan,10969.0,4845.814977973569
Bentleigh East,13 Greenview Ct,3,h,S,Jellis,17/02/2018,0.375713281915025,3165.0,3.0,1.0,2.0,0.4276413409945454,-0.283561360505043,1955.0,Glen Eira City Council,-37.93648,145.07433,Southern Metropolitan,10969.0,10357.142857142857
Bentleigh East,12 May St,2,h,S,Jellis,17/02/2018,0.375713281915025,3165.0,2.0,1.0,3.0,0.3999948379329913,-0.41741521573396523,1950.0,Glen Eira City Council,-37.91766,145.05294,Southern Metropolitan,10969.0,15212.765957446809
Blackburn North,12 Killeen Av,5,h,PI,Nelson,17/02/2018,0.3173159556383238,3130.0,5.0,2.0,2.0,0.28940882568677473,0.021327976405279926,1960.0,Whitehorse City Council,-37.80532,145.16109,Eastern Metropolitan,2867.0,6470.588235294118
Blackburn South,9 Adrian Av,3,h,PI,Fletchers,17/02/2018,0.3173159556383238,3130.0,3.0,1.0,2.0,0.6088795277314003,-0.16458015585711208,1970.0,Whitehorse City Council,-37.84477,145.15582,Eastern Metropolitan,4387.0,8203.125
Blackburn South,9 Wardle Cl,4,h,S,Noel,17/02/2018,0.3173159556383238,3130.0,4.0,2.0,2.0,0.5105808501792078,0.05850960285775833,1979.0,Whitehorse City Council,-37.83624,145.14265,Eastern Metropolitan,4387.0,7911.392405063291
Boronia,334 Dorset Rd,4,h,S,Jellis,17/02/2018,2.0108384176626575,3155.0,4.0,1.0,2.0,2.1478681981579144,-0.05303527649967688,1950.0,Knox City Council,-37.85237,145.2864,Eastern Metropolitan,9704.0,5349.650349650349
Brighton East,9 Cluden St,4,h,S,Nick,17/02/2018,-0.13526332300611016,3187.0,4.0,2.0,2.0,0.9744277348786162,0.19236345808668057,1920.0,Bayside City Council,-37.91237,145.00882,Southern Metropolitan,6938.0,15596.59090909091
Brighton East,2 Collis St,3,t,PI,Buxton,17/02/2018,-0.13526332300611016,3187.0,3.0,2.0,2.0,-0.32495790901442834,0.415453216801551,2012.0,Bayside City Council,-37.93001,145.01368,Southern Metropolitan,6938.0,6893.203883495145
Brighton East,11 Sunlight Cr,4,h,PI,Nick,17/02/2018,-0.13526332300611016,3187.0,4.0,4.0,2.0,0.8085487165092914,1.5680836368283815,2012.0,Bayside City Council,-37.92824,145.02237,Southern Metropolitan,6938.0,9141.274238227146
