Listing ID,Address,Suburb,Postcode,PropType,Price,Status,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency
REA35080,5 Hunt Ct,Wantirna South,3152,h,980000,S,14.7,3,2,2,650,361.1111111,1985,Harcourts
REA7224,6a Deakin St,Brunswick East,3057,t,985000,S,4.5,2,1,1,295,184.375,2009,Jellis Craig
REA11353,21 Quick St,Pascoe Vale,3044,h,1000000,SN,9.9,3,1,2,642,458.5714286,2012,Barry Plant
REA19973,39 Benbow St,Yarraville,3013,h,1100000,PI,6.3,3,1,6,732,305,1992.5,Sweeney
REA11061,30 Oriel Rd,Ivanhoe,3079,h,1220000,S,7.9,3,1,1,687,361.5789474,2008,Ray White
REA2911,11/22 French Av,Brunswick East,3057,t,1320625,SP,4.5,2,1,2,385,240.625,2017,HockingStuart
REA12859,15 Rupert St,West Footscray,3012,h,1325000,S,8.2,4,2,4,525,350,1974,HockingStuart
REA32800,48 Dunoon St,Doncaster,3108,h,1350000,SP,12.4,3,1,2,730,384.2105263,1965,Jellis Craig
REA3172,4a Gatehouse La,Albert Park,3206,h,1370000,S,3.3,3,2,2,437,230,1980,Greg
REA30323,4 Valencia St,Aberfeldie,3040,h,1375000,S,7.5,2,1,1,496,215.6521739,1993,Barry Plant
REA27964,824a North Rd,Bentleigh East,3165,t,1450000,VB,13.8,4,4,2,373,233.125,1994,Buxton
REA20264,45A Helston St,Balwyn North,3104,h,1460000,VB,9.7,4,2,2,433,188.2608696,1955,HockingStuart
REA20186,230 Kerr St,Fitzroy,3065,t,1534375,SP,2.1,3,2,1,378,315,1973,Nelson Alexander
REA24040,61 Henry St,Northcote,3070,h,1550000,VB,5.3,4,2,1,437,242.7777778,1900,Jellis Craig
REA7123,19 Wahroongaa Rd,Murrumbeena,3163,h,1670000,S,12.1,3,2,1,690,313.6363636,2019,Woodards
REA22084,187A Burnley St,Richmond,3121,h,1695000,S,2.4,2,1,1,434,310,1990,Jellis Craig
REA14866,50 Wrights Tce,Prahran,3181,h,1705250,SN,4.5,4,2,0,394,187.6190476,1990,Abercromby's
REA7268,46 Park Gr,Richmond,3121,h,1800000,PI,2.6,4,2,0,578,412.8571429,1991,Biggin
REA17227,354 Montague St,Albert Park,3206,h,1800000,VB,3,3,1,1,517,258.5,1995,Greg
REA21379,2/12 Griffiths St,Caulfield South,3162,h,1835625,SN,8.7,4,2,2,404,252.5,1992,Gary
REA31199,9 Curzon St,Brighton East,3187,h,1880000,S,10.3,3,1,2,674,561.6666667,1995,Hodges
REA18496,2 Francis Cr,Ferntree Gully,3156,t,1900000,PI,24.8,3,2,2,402,335,1981,LJ
REA3000,30 Barkly St,Brighton,3186,h,2100000,S,11.2,3,2,2,463,192.9166667,1970,Buxton
REA20014,389 Gore St,Fitzroy,3065,h,2700000,VB,2.1,3,3,1,705,440.625,1998,Kay
REA16132,15 Wolseley Gr,Brighton,3186,h,3329000,PI,10.5,4,4,2,665,302.2727273,1982,Buxton
REA9271,23 Flowerdale Rd,Glen Iris,3146,h,3860000,S,9.2,5,4,2,545,340.625,1999,Marshall White
REA22201,14/16 Eastcote St,Sunshine North,3020,u,355000,S,10.5,2,2,1,171,122.1428571,1981,Douglas
REA10656,6/524 Moreland Rd,Brunswick West,3055,u,400000,SP,5.9,2,1,1,267,222.5,1974,Nelson Alexander
REA26558,2/28 Clyde St,Diamond Creek,3089,u,430000,VB,21.8,1,1,1,178,148.3333333,2020,Jellis Craig
REA21981,3/22 Grandison St,Moonee Ponds,3039,u,450000,S,6.2,2,1,1,207,129.375,1980,O'Brien Real Estate
REA34172,3/46 Greeves St,St Kilda,3182,u,462000,S,5,2,1,1,274,171.25,2020,McGrath
REA4747,5/28 Eleanor St,Footscray,3011,t,480000,PI,6.4,2,1,1,336,240,1994,Jason
REA29035,5 Kara Ct,Pakenham,3810,h,525500,SP,47.3,3,3,2,663,368.3333333,1993,Ray White
REA11493,12/196 The Avenue,Parkville,3052,u,526000,SP,2.6,1,1,1,260,185.7142857,2000,Nelson Alexander
REA15364,2/79 Pickles St,Port Melbourne,3207,u,545000,S,3.5,1,1,1,185,132.1428571,1994,Chisholm
REA34605,3/122 Como Pde W,Parkdale,3195,u,650000,S,21.5,1,1,1,237,148.125,1981,Barry Plant
REA11025,55 Chatsworth Qd,Templestowe Lower,3107,t,692000,S,13.8,2,2,2,324,270,1989,Philip
REA23192,242 Waterloo Rd,Oak Park,3046,h,725000,SP,11.2,3,1,1,544,286.3157895,1960,Nelson Alexander
REA22753,4 Billing St,Springvale,3171,h,770000,S,20.8,3,1,2,525,210,1950,Bowman
REA3628,2/111 Marlborough St,Bentleigh East,3165,u,800000,PI,13.9,3,2,2,252,157.5,1978,Buxton
REA6445,1/31 Holberg St,Moonee Ponds,3039,h,832000,S,6.9,3,2,2,529,293.8888889,2001,Jellis Craig
REA5655,46 Kingston St,Yarraville,3013,h,900500,S,7,2,1,1,544,217.6,1988,Village
REA4581,1/55 Wilson St,Brighton,3186,u,920000,S,11.2,3,3,2,209,130.625,2015,Buxton
REA15273,2/32 Shelley St,Heidelberg Heights,3081,t,920250,S,8.8,4,2,2,366,228.75,1971,Jellis Craig
REA7497,21 Hardy Ct,Oakleigh South,3167,h,995000,S,14.7,3,1,1,530,278.9473684,1997,Ray White
REA20542,6/187 Kooyong Rd,Toorak,3142,u,1000000,VB,4.1,3,2,1,143,119.1666667,1960,Kay
REA17824,33 Eamon Dr,Viewbank,3084,h,1115000,S,8.9,4,2,2,592,296,1993.5,Miles
REA12661,2/14 Durward Rd,Malvern East,3145,t,1120000,PI,11.2,3,2,2,316,225.7142857,1990,Jellis Craig
REA33670,2 Saxon St,Brunswick,3056,h,1160000,PI,5.2,3,1,1,535,356.6666667,1910,Jellis Craig
REA30365,52 Myrtle St,Ivanhoe,3079,h,1200000,VB,7.8,3,3,2,474,249.4736842,2014,Miles
REA12521,77B Fromer St,Bentleigh,3204,t,1235000,S,13,3,2,2,285,203.5714286,2009,Buxton
REA35396,376 Howe Pde,Port Melbourne,3207,h,1276000,S,3.5,3,1,1,501,313.125,1997,Greg
REA31578,28 Goe St,Caulfield South,3162,h,1300000,VB,8.7,4,2,2,546,227.5,1970,Jellis Craig
REA30172,2/6 Teck St,Ashwood,3147,t,1310000,S,10.2,4,2,3,389,243.125,2013,Buxton
REA12172,8 Haines St,North Melbourne,3051,h,1340000,S,2.3,3,1,0,404,168.3333333,1996,W.B.
REA34368,15A Loranne St,Bentleigh,3204,t,1350000,S,11.4,3,2,1,359,256.4285714,2002,Buxton
REA5706,76 Alston Ct,Thornbury,3071,h,1363750,SN,6.5,3,2,1,549,392.1428571,1976,Nelson Alexander
REA19221,22 Hotham St,Williamstown,3016,h,1440000,S,6.8,4,2,0,443,340.7692308,1900,Williams
REA20959,57 River St,Maribyrnong,3032,h,1500000,S,4.3,4,2,2,650,361.1111111,2000,RW Property Group
REA4502,155 Westbourne Gr,Northcote,3070,h,1510000,PI,5.5,3,1,3,617,308.5,1987,Jellis Craig
REA30790,148 Waverley Rd,Malvern East,3145,h,1620000,PI,8.4,3,1,1,368,184,1930,Marshall White
REA26084,7 Murrong Av,Bentleigh East,3165,h,1650000,S,13.8,3,1,3,486,373.8461538,1994,Woodards
REA23094,8A Pascoe Av,Bentleigh,3204,t,1665000,S,11.4,3,2,1,417,260.625,2015,Buxton
REA5733,19 Robbins St,Ivanhoe,3079,h,1700625,S,7.9,3,2,2,571,356.875,2012,Jellis Craig
REA1952,10/21 Royal Av,Glen Huntly,3163,u,390000,PI,10.4,2,2,2,202,144.2857143,2015,Ray White
REA15008,4/7 Francis Cr,Gisborne,3437,h,470000,PI,45.9,3,1,1,463,356.1538462,1996,Raine
REA24953,132 McGregor Rd,Pakenham,3810,h,493000,S,47.3,3,2,2,648,540,2004,iTRAK
REA21744,11 Clover Av,St Albans,3021,h,528000,SP,14,3,1,1,591,492.5,1974,Biggin
REA34521,7 Dent Ct,Thomastown,3074,h,592500,SP,15.3,4,1,4,567,354.375,1985,Skad
REA26753,7 Victor Ct,Hoppers Crossing,3029,h,593000,S,18.4,4,2,2,669,290.8695652,1978,Ray White
REA23784,3 Ponsford Pl,Sunbury,3429,h,605000,S,31.7,4,2,2,738,461.25,2000,YPA
REA33482,99 Waterview Dr,Mernda,3754,h,615000,S,25.9,3,2,2,525,375,2008,Ray White
REA16379,5 Miro Pl,Epping,3076,h,636375,PI,19.6,4,2,2,537,315.8823529,2000,Harcourts
REA31299,2/33 Byfield St,Reservoir,3073,h,700500,S,12,2,1,2,414,243.5294118,2000,Ray White
REA12983,14 Baker St,Sunshine,3020,h,760000,S,12.6,4,1,5,650,309.5238095,2011,Douglas
REA2805,4/5 Anzac St,Carnegie,3163,u,772000,S,11.4,2,1,2,200,142.8571429,1978,HockingStuart
REA28696,21 Windermere Cr,Mulgrave,3170,h,860000,VB,18.8,2,1,1,611,470,1984,Barry Plant
REA7412,10 Altona St,Kensington,3031,h,905000,S,4.2,2,2,1,529,293.8888889,2019,Edward
REA6267,503/6 Lord St,Richmond,3121,u,1040000,S,2.6,3,2,2,268,223.3333333,2009,Jellis Craig
REA26940,5 Judy Ct,Vermont,3133,h,1133000,S,17.2,4,1,4,502,278.8888889,1980,Philip
REA20812,3/65 Ashburn Gr,Ashburton,3147,t,1200000,VB,10.2,3,2,2,349,290.8333333,2007,Fletchers
REA32694,59 Stawell St,North Melbourne,3051,t,1212000,VB,1.8,2,2,1,349,290.8333333,1960,Jellis Craig
REA32522,6c Hazel Av,Edithvale,3196,t,1225875,SP,27,3,2,2,300,250,2000,Marshall White
REA22471,1a Graham St,Glen Waverley,3150,t,1380000,PI,16.7,3,2,2,388,277.1428571,2005,Harcourts
REA14496,5 Murphy St,North Melbourne,3051,h,1485000,S,2.3,3,1,1,631,262.9166667,1996,Jellis Craig
REA15035,217 Murrumbeena Rd,Murrumbeena,3163,h,1540000,S,10.1,4,2,2,589,327.2222222,2016,Woodards
REA32276,45 Huntley Rd,Bentleigh,3204,h,1650000,S,11.4,4,1,2,729,607.5,1996,Buxton
REA32320,44 The Boulevard,Malvern East,3145,h,1700000,S,8.4,4,2,2,787,374.7619048,1992.5,Jellis Craig
REA24751,95 Neill St,Carlton,3053,h,2061000,S,1.6,4,3,2,489,212.6086957,1991,Nelson Alexander
REA33011,54 Canberra Gr,Brighton East,3187,h,2236250,SP,10.3,4,3,3,729,331.3636364,2007,Marshall White
REA12040,344 High St,Windsor,3181,h,2302000,S,5.1,3,1,4,440,338.4615385,1973,Marshall White
REA16173,3 Myvore Ct,Toorak,3142,h,5487500,PN,4.1,3,3,3,688,458.6666667,1987,Kay
REA28678,6/14 Liddiard St,Hawthorn,3122,u,330000,PI,5.3,1,1,1,200,125,2020,HockingStuart
REA5264,7/18 Raleigh St,Essendon,3040,u,457000,S,8,2,1,1,192,137.1428571,1992,Barry Plant
REA12858,6/36 Auburn Gr,Hawthorn East,3123,u,500000,SP,7.5,2,1,1,166,118.5714286,1988,Marshall White
REA2032,135 Suffolk St,West Footscray,3012,h,709000,S,8.2,3,1,2,515,257.5,1993,Jason
REA18629,107 McFadzean Av,Reservoir,3073,h,725000,S,12,3,1,2,579,340.5882353,1995,Nelson Alexander
REA28745,5/66 Mathoura Rd,Toorak,3142,u,731000,S,4.1,1,1,0,203,169.1666667,1980,Jellis Craig
REA26298,5/113 Dorset Rd,Boronia,3155,u,793750,W,25,1,1,1,197,164.1666667,2016,Biggin
REA22262,43 Alexander St,Montmorency,3094,h,910000,PI,16.2,3,1,2,501,238.5714286,1960,Darren
REA32155,9 Adrian Av,Blackburn South,3130,h,1050000,PI,13.4,3,1,2,648,270,1970,Fletchers
REA5715,18 Kitchener Rd,Pascoe Vale,3044,h,1085000,S,9.9,3,1,2,607,252.9166667,1998,Ray White
REA22144,13 Elsa Ct,Eltham,3095,h,1132750,PN,18,3,2,1,662,331,1950,Emerson
REA4416,3/22 Holyrood St,Hampton,3188,t,1140000,S,13.7,3,2,2,344,245.7142857,1981,HockingStuart
REA9783,45 Yarra St,Abbotsford,3067,h,1195000,SP,2.5,3,2,1,558,293.6842105,2009,Jellis Craig
REA25192,14 Irvine St,Pascoe Vale,3044,h,1215000,S,8.5,3,2,2,608,304,1995.5,Nelson Alexander
REA33772,1 Alsace St,Brunswick East,3057,h,1320625,SN,4,3,1,0,430,226.3157895,1993,Ray White
REA9678,11 Milfay Ct,Balwyn North,3104,h,1651000,S,9.2,3,1,2,657,298.6363636,1972,Nelson Alexander
REA10014,25 Bolinda Rd,Balwyn North,3104,h,1905000,S,9.2,4,2,2,647,539.1666667,2017,Noel Jones
REA6904,23 Edgerton St,Hawthorn,3122,h,1936000,S,4.6,4,2,1,602,273.6363636,2011,Kay
REA33283,13 Kingshott Cl,Williamstown,3016,h,2020000,S,6.8,5,3,2,450,225,2015,Greg
REA25677,91 Guildford Rd,Surrey Hills,3127,h,2300000,VB,10.2,4,2,4,751,625.8333333,2004,Marshall White
REA3407,5 Gellibrand St,Kew,3101,h,2652875,PI,5.6,4,3,3,584,253.9130435,2003,Nelson Alexander
REA18113,52 Adelaide St,Armadale,3143,h,5200000,SP,6.3,5,3,3,761,475.625,1994,Marshall White
REA32893,18 Warra St,Toorak,3142,h,5487500,S,4.1,5,3,2,608,304,1900,Marshall White
REA27952,10/9 Somerset St,Richmond,3121,u,341000,S,2.4,1,1,1,194,121.25,2012,Fletchers
REA4961,4 Lord St,Fawkner,3060,h,585000,S,12.4,3,2,2,544,453.3333333,2006,HockingStuart
REA27727,2/8 Shaw St,Springvale South,3172,u,630000,S,22.2,4,3,2,200,142.8571429,2008,Le
REA32256,13 Jacinta Wy,Kings Park,3021,h,635000,S,14,3,2,4,725,483.3333333,1980,YPA
REA24835,23 Dunbar Av,Sunshine,3020,h,645000,S,10.5,3,1,3,482,283.5294118,1993,Bells
REA12675,60 Bardsley St,Sunshine West,3020,h,650000,SP,13.5,3,1,3,612,255,2019,Prof.
REA26401,168 Edgars Rd,Thomastown,3074,h,672000,S,15.3,3,1,1,612,278.1818182,1984.5,Love
REA19615,69 Melbourne Av,Glenroy,3046,h,680000,S,11.2,3,1,1,422,324.6153846,1960,First National
REA2985,2/3 Donald St,Brunswick,3056,h,680000,PI,5.2,3,3,1,552,306.6666667,2019,Nelson Alexander
REA26496,5 Palm Cl,Hillside,3037,h,681000,S,18,4,2,2,666,277.5,1997,Barry Plant
REA28054,99 Somerset Dr,Dandenong North,3175,t,703500,PI,24.7,4,2,1,364,227.5,1980,Biggin
REA34079,2/10 Oak St,Pascoe Vale,3044,t,755000,PI,8.5,3,2,2,373,233.125,1993,Barry Plant
REA14208,21 Henty St,Reservoir,3073,h,801000,SP,11.2,3,1,1,551,229.5833333,2010,Love
REA26616,1/23 Warrigal Rd,Surrey Hills,3127,u,814000,S,10.2,1,1,0,210,131.25,1987,Noel Jones
REA22995,51 Ester Cr,Clayton South,3169,h,850000,S,17.5,3,1,4,591,246.25,1980,Century 21
REA2777,3b Manuka St,Bentleigh East,3165,h,886000,S,13.9,2,2,2,395,329.1666667,1971,Ray White
REA9644,85 Roberts Rd,Airport West,3042,h,900000,S,13.5,4,2,3,628,369.4117647,1995,Harcourts
REA17017,95 Orange Gr,Bayswater,3153,h,925000,SP,23.2,4,1,10,699,436.875,1966,Biggin
REA23612,11/26 Edgevale Rd,Kew,3101,t,955000,S,5.4,2,1,1,333,208.125,1970,Jellis Craig
REA17823,19 The Fairway,Rowville,3178,h,992125,SP,23.5,4,2,2,627,447.8571429,1993,Woodards
REA14307,1411 Dandenong Rd,Malvern East,3145,h,1290000,S,11.2,4,2,2,395,179.5454545,1995,Buxton
REA18213,32 Stamford Rd,Oakleigh,3166,h,1365000,S,12.3,3,2,2,655,409.375,1960,Ray White
REA9309,29 Grenville St,Hampton,3188,h,1450000,S,13.7,3,2,2,413,295,2006,RT Edgar
REA27065,1A Rugby Rd,Hughesdale,3166,h,1480000,S,12.3,3,2,2,613,306.5,1995,Woodards
REA21786,9 Dunoon Ct,Brighton East,3187,h,1590000,S,10.3,3,2,3,594,247.5,1995,Marshall White
REA3950,28 Vine St,Moonee Ponds,3039,h,1683000,SP,6.9,3,2,2,429,268.125,1971,Rendina
REA26046,37 Newstead St,Maribyrnong,3032,h,1780000,S,4.3,3,1,2,537,282.6315789,1998,Nelson Alexander
REA14717,16 Latrobe St,Moonee Ponds,3039,h,1900000,VB,6.9,3,3,1,604,317.8947368,1980,Jellis Craig
REA13324,5 Blairgowrie Ct,Brighton,3186,h,3025000,PI,11.2,3,2,4,649,381.7647059,1975,Biggin
REA22392,10/81 Rufus St,Epping,3076,u,291000,S,19.6,2,1,1,161,134.1666667,1998,Hamilton
REA20726,21 Rossiter Av,Roxburgh Park,3064,h,400000,S,20.6,3,1,2,444,296,2000,Red
REA25103,31/46 Eucalyptus Dr,Maidstone,3012,u,407000,S,6.4,2,1,1,275,229.1666667,2003,Biggin
REA10609,1/19 Lytton St,Glenroy,3046,t,449000,S,13,2,1,1,298,186.25,1993,Eview
REA18070,6/24 Noordenne Av,Seaholme,3018,t,455000,SP,11,2,1,1,284,177.5,1992,HockingStuart
REA27415,22 Adavale Ambl,Tarneit,3029,h,475000,SP,18.4,3,2,2,546,455,2008,Sweeney
REA33574,4/10 Brechin Ct,Greenvale,3059,u,495000,SP,20.4,2,1,1,282,201.4285714,1994,Barry Plant
REA7935,29/202 Wattletree Rd,Malvern,3144,u,566000,SP,7.4,2,1,1,173,123.5714286,1981,HockingStuart
REA28178,147 Kitchener St,Broadmeadows,3047,h,568875,VB,14,3,1,1,647,258.8,1980,Stockdale
REA18318,54 Lancaster Dr,Point Cook,3030,h,599900,SP,14.7,4,4,2,668,445.3333333,1987,Biggin
REA30268,139 Neale Rd,Deer Park,3023,h,615750,W,14.8,3,2,4,519,399.2307692,1990,Biggin
REA23156,24 Posy St,Greenvale,3059,h,650000,PI,20.4,5,2,2,512,213.3333333,2014,HockingStuart
REA11997,3 Hutton St,Maidstone,3012,h,880000,SP,9.2,3,1,1,586,234.4,1971,Biggin
REA25291,3/57 Adams St,South Yarra,3141,u,888000,SP,2.7,2,2,2,195,139.2857143,1989,Jellis Craig
REA32163,14 Toolern St,Melton South,3338,h,892000,S,29.8,3,1,0,662,315.2380952,1980,Ryder
REA25170,33 Covala Ct,St Helena,3088,h,910000,S,16.1,4,2,2,778,648.3333333,1985,Buckingham
REA1151,33b Emily St,Carnegie,3163,h,990000,S,11.4,2,2,1,401,211.0526316,1985,Ray White
REA18171,1 Sutherland Ct,Mulgrave,3170,h,992000,S,18.8,4,2,1,790,359.0909091,1977.5,Harcourts
REA4929,192 Gillies St,Fairfield,3078,h,1064000,S,5.8,3,1,1,660,300,1970,Jellis Craig
REA20856,1/5 Pavey Ct,MacLeod,3085,u,1092875,SP,12.7,3,2,1,232,165.7142857,2011,Barry Plant
REA23580,66 Hawker St,Ivanhoe,3079,h,1230000,VB,7.8,3,2,2,536,335,2006,Nelson Alexander
REA27749,9 Ireland Av,Doncaster East,3109,h,1250000,PI,14.3,4,2,1,752,358.0952381,1988,Jellis Craig
REA1834,82 Sackville St,Collingwood,3066,h,1265000,S,1.6,2,1,1,534,222.5,2013,Jellis Craig
REA26026,12 Cooma St,Moorabbin,3189,h,1290625,PI,14.3,4,3,2,385,160.4166667,1950,Buxton
REA855,53 Broughton Rd,Surrey Hills,3127,h,1350000,S,11.2,3,2,2,677,307.7272727,1948,Fletchers
REA23045,6/128 Maribyrnong Rd,Moonee Ponds,3039,h,1361250,W,6.2,3,1,1,507,390,1989,McGrath
REA32947,34 Park Rd,Mount Waverley,3149,h,1431000,S,14.2,4,2,4,767,333.4782609,1982,Marshall White
REA14675,48 Heath Cr,Hampton East,3188,h,1436000,S,14.5,1,1,1,454,189.1666667,1985,Ray White
REA1594,803/701 Mt Alexander Rd,Moonee Ponds,3039,u,1475000,S,6.9,2,2,2,181,129.2857143,2006,Paul
REA25679,90 Bennett St,Fitzroy North,3068,h,1631500,PN,3.6,3,2,1,637,424.6666667,1980,McGrath
REA4824,15 Tyrone St,Ormond,3204,h,1918000,S,11.8,4,2,1,678,452,1979,Buxton
REA31333,2C Staughton Rd,Camberwell,3124,t,2384875,PI,7.7,3,2,1,330,275,1987,RT Edgar
REA10841,3 Camden Rd,Hawthorn,3122,h,2920000,S,4.6,2,1,3,791,494.375,1991,Jellis Craig
REA8931,65 Linacre Rd,Hampton,3188,h,3470000,SP,13.7,5,3,4,670,279.1666667,1994,Marshall White
REA19045,3/2 Woods Av,Mordialloc,3195,u,309000,S,21.5,1,1,1,283,202.1428571,1978,Barry Plant
REA26990,6/330 High St,Prahran,3181,u,418000,SP,4.6,1,1,1,195,162.5,2018,HockingStuart
REA18152,2 Cranwell Sq,Caroline Springs,3023,t,430000,S,14.8,3,2,2,317,226.4285714,2010,O'Brien Real Estate
REA1853,12 Corvette St,Heidelberg West,3081,h,450000,S,9.4,4,3,3,731,384.7368421,2002,Haughton
REA24295,12 Oakley Ct,Gisborne,3437,h,515000,SP,45.9,3,2,1,655,344.7368421,1970,Raine
REA21424,31 Barkly St,Sunbury,3429,h,516000,S,31.7,3,2,3,588,309.4736842,1994,Raine
REA1234,2/2 Elsey Rd,Reservoir,3073,u,525000,S,11.2,3,3,1,222,158.5714286,1980,Harcourts
REA34780,137/88 Kavanagh St,Southbank,3006,u,560000,S,0.7,1,1,0,252,157.5,2017,Greg
REA5308,55 Paget Av,Glenroy,3046,h,582000,S,13,3,2,2,448,344.6153846,2019,Nelson Alexander
REA6929,3/54 Watt Av,Oak Park,3046,t,599900,S,11.5,2,2,2,382,272.8571429,1989,YPA
REA18842,26 Girraween Cr,Craigieburn,3064,h,621500,SN,20.6,3,2,1,536,335,2007,Barry Plant
REA18999,398 Grimshaw St,Bundoora,3083,h,680000,S,12.1,3,1,3,539,245,1991,Barry Plant
REA27879,16 Osborne St,South Yarra,3141,h,770000,VB,2.7,2,1,0,635,254,1990,Jellis Craig
REA31677,19 Daylesford St,Epping,3076,h,775000,S,19.6,4,2,2,617,246.8,2008,Ray White
REA29904,3/223 Nepean Hwy,Edithvale,3196,t,900000,S,27,3,1,1,280,175,1981,HockingStuart
REA27790,53 Hobson St,Newport,3015,h,950000,S,6.2,3,1,1,545,302.7777778,1991,Gunn&Co
REA8459,82 Argyle St,Moonee Ponds,3039,h,990000,PI,6.9,3,1,2,513,320.625,2005,Hodges
REA9436,1/20 Newsom St,Ascot Vale,3032,t,1050000,S,5.9,3,2,2,318,265,1970,Jellis Craig
REA14864,1 Zeal St,Brunswick West,3055,h,1257625,SN,5.9,3,1,2,585,487.5,1989,Nelson Alexander
REA6803,6 Kennedy St,Richmond,3121,h,1365000,S,2.6,3,1,1,461,242.6315789,1976,Nelson Alexander
REA21983,1/26 Cooloongatta Rd,Camberwell,3124,h,1455000,S,7.7,3,2,2,600,260.8695652,1993,Marshall White
REA25206,13 Nairn Av,Ascot Vale,3032,h,1650000,SP,4.3,4,2,2,557,371.3333333,1991,Raine
REA6013,205/101 Bay St,Port Melbourne,3207,u,1695250,PI,3.8,2,1,1,272,226.6666667,1980,RT Edgar
REA15143,64 The Boulevard,Balwyn North,3104,h,2150625,S,9.7,5,2,2,643,292.2727273,2016,Marshall White
REA3835,768 Canterbury Rd,Surrey Hills,3127,h,2195000,SP,11.2,5,2,2,689,362.6315789,1988,Fletchers
REA16571,536 Barkers Rd,Hawthorn East,3123,h,2225000,VB,6.2,3,1,2,616,308,1920,Jellis Craig
REA19986,62 Glencairn Av,Brighton East,3187,t,2236250,SP,10.3,3,2,2,402,335,1990,Buxton
REA27085,5 Beenak Av,Brighton East,3187,h,2236250,SP,10.3,4,3,2,608,506.6666667,2017,Hodges
REA9856,10/8 Bluff Av,Elwood,3184,u,2239375,SP,7.7,1,1,0,227,141.875,2007,Chisholm
REA14324,119 Park St,Moonee Ponds,3039,h,2300000,PI,6.9,5,2,2,597,459.2307692,1975,Nelson Alexander
REA26527,2 Mincha St,Brunswick West,3055,h,2600000,PI,5.2,5,3,2,388,258.6666667,2012,Jellis Craig
REA34452,8/18 Eldridge St,Footscray,3011,u,245000,S,5.1,1,1,1,253,158.125,1991,Burnham
REA9083,8/54 Kneen St,Fitzroy North,3068,u,330000,VB,3.5,1,1,1,264,165,1970,Jellis Craig
REA4514,3/4 Navigator St,Maribyrnong,3032,u,330000,S,8.7,2,1,1,190,118.75,2002,Woodards
REA18627,1/12 Rodney St,Gisborne,3437,h,426000,S,45.9,3,1,1,412,179.1304348,1950,Raine
REA2245,5/40 Barkers Rd,Hawthorn,3122,u,470000,VB,4.6,2,2,2,263,219.1666667,2009,HockingStuart
REA30298,87 Brunning Cr,Frankston North,3200,h,500000,SP,36.9,3,1,2,586,450.7692308,1960,Purplebricks
REA11731,1/62 Wellington St,St Kilda,3182,u,500000,SP,6.1,1,1,1,167,119.2857143,1982,Biggin
REA9676,25 East St,Hadfield,3046,h,515000,S,12.1,2,1,2,610,290.4761905,1997,D'Aprano
REA6611,6/4 Ballater St,Essendon,3040,u,521000,S,8,2,1,1,173,144.1666667,2018,Nelson Alexander
REA19014,12/27 Marnoo St,Braybrook,3019,t,560000,S,8.6,3,1,1,294,183.75,2002,Sweeney
REA25107,4/9 Plymouth Av,Pascoe Vale,3044,u,617500,SP,8.5,2,1,2,253,158.125,2012,Brad
REA8820,56 Frensham Rd,Watsonia,3087,h,671000,S,14.9,3,2,2,452,180.8,1979,Barry Plant
REA19520,13 Apollo Rd,Taylors Lakes,3038,h,685000,S,15.5,3,1,2,678,271.2,1994.5,Barry Plant
REA32685,73 Veronica Cr,Mill Park,3082,h,728000,S,17.9,3,2,1,665,415.625,1985,Barry Plant
REA11232,103 McMahon Rd,Reservoir,3073,h,772000,S,11.2,2,1,1,415,172.9166667,2000,Ray White
REA26389,14 Ramleh Rd,Reservoir,3073,h,795000,PI,12,3,1,2,746,392.6315789,1995,The Real Estate People
REA2719,56/15 Beach St,Port Melbourne,3207,u,900000,S,3.8,3,1,2,192,160,1987,Marshall White
REA1988,1/25 Primrose Cr,Brighton East,3187,h,930000,S,10.7,3,4,3,643,535.8333333,1983,RT Edgar
REA11950,15 Portrait Wy,Coburg North,3058,h,956250,SN,9.2,4,2,2,585,365.625,1997,Barry Plant
REA13448,4/10 St Georges Rd,Armadale,3143,t,1005000,S,6.3,3,2,2,366,228.75,2011,Kay
REA14926,2/24 Abbotsford Gr,Ivanhoe,3079,u,1110000,S,7.9,3,2,1,250,156.25,1992,Miles
REA9820,1/263 Union Rd,Moonee Ponds,3039,t,1130000,S,6.9,3,2,2,400,333.3333333,1976,Brad
REA1744,59 Scott St,Moonee Ponds,3039,h,1145000,SP,6.9,2,1,2,503,279.4444444,1991,Nelson Alexander
REA7509,1/8 Westminster St,Oakleigh,3166,u,1397625,PN,14,2,1,1,226,141.25,1978,Barry Plant
REA18828,2/24 Mummery St,Mount Waverley,3149,t,1431000,SN,14.2,4,3,2,340,212.5,2003,Barry Plant
REA22535,13/370 Montague St,Albert Park,3206,t,1440000,S,3,2,1,1,385,240.625,1980,Cayzer
REA13054,11 Kipling St,St Kilda,3182,h,1440375,SN,6.1,3,2,1,593,237.2,2000,McGrath
REA29071,11 Kelvinside St,Balwyn North,3104,h,1550000,VB,9.7,2,1,1,486,255.7894737,1981,Jellis Craig
REA4605,114 Tooronga Rd,Malvern East,3145,h,1946500,S,11.2,3,2,2,472,295,1998,HockingStuart
REA23285,73 Lewisham Rd,Windsor,3181,h,1970000,PI,4.6,3,2,0,585,390,1895,Marshall White
REA5232,38 Panoramic Rd,Balwyn North,3104,h,2150625,S,9.2,2,1,1,604,464.6153846,1982,Jellis Craig
